paper_id,title,first_author,authors,norm_title,norm_first_author
d9e42355b0544f48864044c487a60cf9,Hunting for Goodwill in de- < SPAC <  Transactions,Al (Aloke) Ghosh,Al (Aloke) Ghosh; Brian Burnett; Proxy Advisors,hunting for goodwill in de  spac   transactions,al ghosh
427aba0840edecdf63048607857c6aef,IMPACT OF  < CORPORATE <  SOCIAL RESPONSIBILITY ON,Dr. Kishor Bholane,Dr. Kishor Bholane,impact of   corporate   social responsibility on,dr. bholane
7676a7a08076ef3d466a004daed0bd50,Impact of National Culture on Environmental Sustainability Performance,Chitra De Silva Lokuwaduge,Chitra De Silva Lokuwaduge; Keshara De Silva; Charumathi Balakrishnan; HABEEB RAHMAN,impact of national culture on environmental sustainability performance,chitra lokuwaduge
baf92fe1ca47494dea4b3d9b8653e6ba,Impact of Team Learning Orientation and Team Agility on  < Corporate <  GHRM Transformation: The Mediating Role of Digital Leadership,Jun Cui,Jun Cui,impact of team learning orientation and team agility on   corporate   ghrm transformation the mediating role of digital leadership,jun cui
25ba5ff78d5aa178b7c488cc16ffe598,Implementing Tourist Fees on a Populated Tourism Island: Issues and Opportunities for Sustainable Development,Yi-Chen Chen,Yi-Chen Chen; Tony Leong-keat Phuah; Shui-Kai Chang,implementing tourist fees on a populated tourism island issues and opportunities for sustainable development,yi-chen chen
1adcc243209cf28619dae7bb81608e38,Improved Control Strategy for Dc Microgrid with SOC Balance,Yanbo Li,Yanbo Li; Jianglong Guo; Linyi Li; Zhigang Wei; Hao Chen; Jun shuo Chen,improved control strategy for dc microgrid with soc balance,yanbo li
d578f892cd6a35006723c437fa81d21e,In-Situ Anchoring of Cobalt Metal Nanoparticles on Sr1.95fe1.3−Xti0.2coxmo0.5o6−Δ Perovskite Anodes for High - Performance Direct Propane Solid Oxide Fuel Cells,Yuhan Li,Yuhan Li; Chengyi Lu; Rongzheng Ren; Chong Lv; He Chao; Lirong Mou; Wang Sun; Chunming Xu,insitu anchoring of cobalt metal nanoparticles on sr195fe13xti02coxmo05o6δ perovskite anodes for high  performance direct propane solid oxide fuel cells,yuhan li
3b74ba7d4b5ddf92021f50d5411249f9,"Increasing Water Stress in Urban India: Impact of AI, LLMs and High-powered Infrastructures",Mandira Dutta,Mandira Dutta; Mandira Dutta; Nirmalya Shome,increasing water stress in urban india impact of ai llms and highpowered infrastructures,mandira dutta
98fb865925c4190d657739cd0f90a968,Indic Finance: A New Dimension to Environmentally Inclusive & Sustainable Framework,Devendra Jain,Devendra Jain; Sunil S. Poshakwale; Pawan Kumar,indic finance a new dimension to environmentally inclusive  sustainable framework,devendra jain
05b9a1593e75d4d537fc23c09b69ae7e,Innovative Energy Financial Instruments and Corporate Trade Credit Financing: Evidence From China’s Launch of Shanghai Crude Oil Futures,Changchun Pan,Changchun Pan; Yuhang Song; Yuzhe Huang; Long Jin,innovative energy financial instruments and corporate trade credit financing evidence from chinas launch of shanghai crude oil futures,changchun pan
7f0441c1ca922640833804eb37c5d7e5,"Innovative Financial Technologies: Strengthening Compliance, Secure Transactions, and Intelligent Advisory Systems Through AI-Driven Automation and Scalable Data Architectures",Srinivasarao Paleti,Srinivasarao Paleti; Jeevani Singireddy; Abhishek Dodda; Jai Kiran Reddy Burugulla; Kishore Challa,innovative financial technologies strengthening compliance secure transactions and intelligent advisory systems through aidriven automation and scalable data architectures,srinivasarao paleti
3575d896a4eec29b5a3945b1876633a0,Institutional Ownership and Firm Performance,Onipe Adabenege Yahaya,Onipe Adabenege Yahaya,institutional ownership and firm performance,onipe yahaya
3e94dcf1227ee6545a873dc51672cad8,Insurers’ Investment Behaviour and the Coronavirus (Covid-19) Pandemic,Constanze Fay,Constanze Fay; Angelica Ghiselli; There are 2 versions of this paper,insurers investment behaviour and the coronavirus covid19 pandemic,constanze fay
08a06406675837cf5e25b9863a2bd727,Investment Universe-Level Returns to Scale and Active Fund Management,Andreas Ørpetveit,Andreas Ørpetveit,investment universelevel returns to scale and active fund management,andreas ørpetveit
f1b22e2bcca4f9a51e3f088a57b4c34f,Judicial Ethics & Leadership Development Training: A Leadership Study Of The Case Of The Speluncean Explorers,Kendall Gouldthorpe,Kendall Gouldthorpe,judicial ethics  leadership development training a leadership study of the case of the speluncean explorers,kendall gouldthorpe
edcdea9691af9cf4c926b9a11f2b4473,LEVERED BETA: INFLUENCE OF DEBT AND  < CORPORATE <  INCOME TAX ON COMPANY SYSTEMATIC RISK. DISCUSSION ON THE CORRECT ALGEBRAIC EQUATION,Mirko Babanic,Mirko Babanic,levered beta influence of debt and   corporate   income tax on company systematic risk discussion on the correct algebraic equation,mirko babanic
5fad30a4526f8dda5c14999f6bd4ced9,Labor Union and Firm-level Environmental Disclosure: Theory Meets Evidence *,Youan Wang,Youan Wang; Zhiting Wu; Zhige Yu,labor union and firmlevel environmental disclosure theory meets evidence,youan wang
db219491d8e36bd835e53318f0de0a74,Leading Without Crashing: Female Leadership and Stock Price Crash Risk in an Emerging Market,NHA DUC BUI,NHA DUC BUI; Christophe Moussu; Thi Tuyet Nhung Nguyen,leading without crashing female leadership and stock price crash risk in an emerging market,nha bui
01b9ed2f4392825b3f6adf2c9cb1907d,Legal Liability Arising from Information Crimes in UAE Law,Dr.Abdulghani Muthanna,Dr.Abdulghani Muthanna,legal liability arising from information crimes in uae law,dr.abdulghani muthanna
893f45e2a36051053882bc516bb6169b,Legal challenges and ESG due diligence in cross-border Mergers and Acquisitions (M&A) in the US,Mahnoor Ali,Mahnoor Ali; Mujadad Jamil,legal challenges and esg due diligence in crossborder mergers and acquisitions ma in the us,mahnoor ali
2edf2e93f880b04a48950fe5c7d56909,"Lenore Palladino, Good Company: Economic Policy After Shareholder Primacy, University of Chicago Press 2024",Katharine Jackson,Katharine Jackson,lenore palladino good company economic policy after shareholder primacy university of chicago press 2024,katharine jackson
a85b9f0bd4e0225fa9642a3db8421257,License on the Way: The Effects of Expedited Licensure for Migrant Workers,Kihwan Bae,Kihwan Bae,license on the way the effects of expedited licensure for migrant workers,kihwan bae
86974b41d89ff0229666ea0f81742e96,Macroeconomic Asymmetries and Default Risk in Emerging Asia,Arti Omar,Arti Omar,macroeconomic asymmetries and default risk in emerging asia,arti omar
f7104c8d503b950d8770e9d7fadb1127,Making Sure Newly Cautious Shareholders Get the Information They Want,,,making sure newly cautious shareholders get the information they want,
a98008029a36d3abfbfc44837f4f306e,Mal-Practices of  < Corporate <  Governance in Pakistani Financial Institutions: Overview of Panama & Pandora Leaks,Zeeshan Ashraf,Zeeshan Ashraf,malpractices of   corporate   governance in pakistani financial institutions overview of panama  pandora leaks,zeeshan ashraf
e5d9b9a40029f047dcebe1b7c13e818a,Managerial Integrity: The Bridge to Lower Cost of Debt Capital,Mo Yang,Mo Yang; Yifan Meng; Yan Li,managerial integrity the bridge to lower cost of debt capital,mo yang
0bf0172779d217667da9ede5e7e6b385,"Managers See, Analysts Hear. Epistemic Divide in Financial Dialogues",Costanza Maria Lucchini,Costanza Maria Lucchini; Andrea Rocci; Johanna Miecznikowski-Fuenfschilling,managers see analysts hear epistemic divide in financial dialogues,costanza lucchini
460659af255e73a2fe138dbe97692969,Mapping the Landscape of Green Finance and Banking Performance Research: A Bibliometric Analysis,Prajjwol Bikram Khadka,Prajjwol Bikram Khadka; Dipendra Karki; Rewan Kumar Dahal; Dristi Khanal,mapping the landscape of green finance and banking performance research a bibliometric analysis,prajjwol khadka
0fb59a8e029e5c4605cf0cf882c04dfc,Market-Dependent Momentum and < Institutional <  Ownership,Ming Wu,Ming Wu,marketdependent momentum and  institutional   ownership,ming wu
386f38fecd23313230555997fe41c392,Measuring Geopolitical Uncertainty: A Comparative Analysis of Risk Indices in a Fragmented World,Sunando Roy,Sunando Roy,measuring geopolitical uncertainty a comparative analysis of risk indices in a fragmented world,sunando roy
ea4763f5abe1ddda366b542d0ba384f5,Measuring Risk-Adjusted Returns in Alternative Investments:  A Presentation,Hilary Till,Hilary Till,measuring riskadjusted returns in alternative investments  a presentation,hilary till
fe43f3b341163f1d63ea8c3fb52b3955,"Merger Control, Information Leakage and Decision Bias",Salvatore Piccolo,Salvatore Piccolo; Jorge Padilla; Sander Heinsalu; NEil Dryden,merger control information leakage and decision bias,salvatore piccolo
29625bed31738cfe8607e6910e1f0ae5,Micro Foundations of Cooperative Financial Institutions: A Game Theoretical Analysis,Virginia Cecchini Manara,Virginia Cecchini Manara; Lorenzo Sacconi; Giacomo Maino,micro foundations of cooperative financial institutions a game theoretical analysis,virginia manara
4c752f3d55e29acb9fe43f065fd1babf,Migration Restrictions Relaxation and Firm Skill Upgrading: Evidence from the Hukou Reform in China,Mengqi Niu,Mengqi Niu; Min Dai,migration restrictions relaxation and firm skill upgrading evidence from the hukou reform in china,mengqi niu
4e57258a0fa451a4e25c3075d7b15979,More and Better Options: Strengthening Long-Term CEO Succession Planning,,,more and better options strengthening longterm ceo succession planning,
c5c05ecf85804807c9065e0d42a84b78,Motivational and informational financial ratings,Pierre Chaigneau,Pierre Chaigneau; Nicolas Sahuguet,motivational and informational financial ratings,pierre chaigneau
9ec4d85c95f3c0c6510138821a456d4a,Multi-Physics Model-Based Filtering for Joint Estimation of SOC and Core Temperature in Li-Ion Batteries,Jun Zhou,Jun Zhou; Junjie Li; Xing Wu; Tao Liu; Yixin Jiang; Directors,multiphysics modelbased filtering for joint estimation of soc and core temperature in liion batteries,jun zhou
78cd289a7c33b2bdedde4b82c276d4b0,Mutual Fund Governance of Corporate Political Spending: Evidence from Politically Motivated Charitable Giving,Disen Huang Albrecht,Disen Huang Albrecht; Erdong Wang,mutual fund governance of corporate political spending evidence from politically motivated charitable giving,disen albrecht
345532b1ded71391cb733cc4276fc16a,NATURAL CAPITAL ACCOUNTING (NCA),Esmail Tavakolnia,Esmail Tavakolnia,natural capital accounting nca,esmail tavakolnia
492d5be36b7a0dab943eab073f2fdb07,Navigating Accessibility Rights In The Age Of AI With Special Reference To Assistive Technologies -Challenges And Opportunities,Swetketu Das,Swetketu Das,navigating accessibility rights in the age of ai with special reference to assistive technologies challenges and opportunities,swetketu das
31ed023f87f69061d8ae00252157cad1,Navigating Tax Transparency: Challenges and Opportunities for Trust Building,Kuan Hua Phua,Kuan Hua Phua,navigating tax transparency challenges and opportunities for trust building,kuan phua
208493fe96261f7469011204c20f9fd5,Navigating the Maze: Regulatory Fragmentation and Cost of Bank Debt,Mong Shan Ee,Mong Shan Ee,navigating the maze regulatory fragmentation and cost of bank debt,mong ee
69ee45db8b272d21f14dda7e5683c0e9,Navigating the Uncertainty: How Do Interest Rate Fluctuations Affect ESG Performance?,Çiğdem Vural Yavaş,Çiğdem Vural Yavaş; Seda Bilyay-Erdogan,navigating the uncertainty how do interest rate fluctuations affect esg performance,cigdem yavas
776be67322345187c458e99e7e9769d2,Ngo Activism: Exposure vs. Influence,Michele Fioretti,Michele Fioretti; Victor Saint-Jean; Simon Smith,ngo activism exposure vs influence,michele fioretti
0941234f294669596366522362b46d87,Nonfinancial Disclosure Mandates and Private Lending,Zhaoran Gong,Zhaoran Gong; Zhehao Jia; Donghui Li; SPAC; Fiduciary,nonfinancial disclosure mandates and private lending,zhaoran gong
247427ef075d1541ea2d7f6d6cbdca7a,"Redefining Financial Risk Strategies: The Integration of Smart Automation, Secure Access Systems, and Predictive Intelligence in Insurance, Lending, and Asset Management",Avinash Pamisetty,Avinash Pamisetty; BALAJI ADUSUPALLI; Someshwar Mashetty; pallav Kaulwar; Sneha singreddy,redefining financial risk strategies the integration of smart automation secure access systems and predictive intelligence in insurance lending and asset management,avinash pamisetty
202385ec8cae858a37d216defec7095b,"Redefining Tax Strategies for Multinational Enterprises: Navigating Transparency, Compliance, and Ethical Imperatives in a Changing Global Landscape",Kuan Hua Phua,Kuan Hua Phua,redefining tax strategies for multinational enterprises navigating transparency compliance and ethical imperatives in a changing global landscape,kuan phua
e6f7326a23e33da66b6da7aa39b84334,Regulating Space Cybersecurity: Charting the Path Towards Unified International Action and Resilience,Ed Koellner,Ed Koellner,regulating space cybersecurity charting the path towards unified international action and resilience,ed koellner
0361dcd8ff993bff97d84557d9ab7dea,Regulatory Risk and Independent Director Behavior: Evidence from China,Ning Hu,Ning Hu; Jing Ma; Shilei Yu; Zhiyuan Zhang,regulatory risk and independent director behavior evidence from china,ning hu
2f1f3fd85d8dda2221dfbe2899aa0274,Reimagining Competition Policy in the Age of Sustainability and AI,Walid Chaiehloudj,Walid Chaiehloudj,reimagining competition policy in the age of sustainability and ai,walid chaiehloudj
4250f8a0114ebbd957d724760b33cdcc,Relationship between Relationship between advertising and firm value: advertising and firm value: Evidence from Jordan Evidence from Jordan,Mohammad Fawzi Shubita,Mohammad Fawzi Shubita; Abdalwali Lutfi; Mohammed W.A. Saleh; Marwan Mansour,relationship between relationship between advertising and firm value advertising and firm value evidence from jordan evidence from jordan,mohammad shubita
ee8d1207bb14f9f156ca0036d8b0016f,Research on Dimensional Instability Control of Aluminum Alloy Thin-Walled Components Based on Droplet + Arc Additive Manufacturing,Xin Wang,Xin Wang; Xinxin Gao; Xin Wang; Bai Yin; Wang Shuxian,research on dimensional instability control of aluminum alloy thinwalled components based on droplet  arc additive manufacturing,xin wang
5dd5b7d4866fc67d7f3d1f6a6850cba9,"Residential Energy Communities: Balancing Stakeholder Financial Interests, Heat Decarbonisation and Grid Limitations",Ioanna Kalospyrou,Ioanna Kalospyrou; Timothy Hutty; Solomon Brown,residential energy communities balancing stakeholder financial interests heat decarbonisation and grid limitations,ioanna kalospyrou
a582974cef45828f3e9bc04b0292f2ca,Revenue Sharing and Intrinsic Upward Price Pressure from Vertical Mergers,Gopal Das Varma,Gopal Das Varma; Adriana de la Huerta; Martino De Stefano; Stakeholder,revenue sharing and intrinsic upward price pressure from vertical mergers,gopal varma
665a16290c68c161c143c37cc4e684dc,Revisiting  < Corporate <  Brand Name Changes: The Case of Nabisco in Japan as a Natural Experiment,Mitsuru Sunada,Mitsuru Sunada,revisiting   corporate   brand name changes the case of nabisco in japan as a natural experiment,mitsuru sunada
b2c78a3efda6f8067577b2226336b016,Revisiting the Bangladesh National Shipping Policy 2000: A Critical Review and Reform Roadmap,Obaid Bashir,Obaid Bashir,revisiting the bangladesh national shipping policy 2000 a critical review and reform roadmap,obaid bashir
02a1f5c19ceccb1226937144a2e7211d,Revisiting the Pollution Haven Hypothesis: Green Upgrading of Foreign Investment in Southern Host Countries Through Strategic Environmental Policies,Liming Hong,Liming Hong; Shuijun Peng; Sajid Anwar; Lili Yu,revisiting the pollution haven hypothesis green upgrading of foreign investment in southern host countries through strategic environmental policies,liming hong
c472522546f83686a45787cbb049dde8,Risky Banking: How Global Financial Cycle Drives Systemic Risk Through Non-Core Channels,Chiara Banti,Chiara Banti; Udichibarna Bose; Akhilesh K Verma; There are 2 versions of this paper,risky banking how global financial cycle drives systemic risk through noncore channels,chiara banti
1bd6152d4e767168cec6de21fad80f0c,Robust Controllers for a Tethered Magnus-Effect Winged Quadcopter System: Experimental Validation Under Wind Disturbance,zakeye azaki,zakeye azaki; Jonathan Dumon; Nacim Meslem; Alexis Offermann; Pierre Susbielle; Amaury Negre; Ahmad Hably; Directors,robust controllers for a tethered magnuseffect winged quadcopter system experimental validation under wind disturbance,zakeye azaki
09453a6e0d48eb5960dbf982ffbaa56a,SOCIALLY RESPONSIBLE INVESTMENT IN INDIA: A CONCEPTUAL FRAMEWORK Poonam,Sandeep Aggarwal,Sandeep Aggarwal,socially responsible investment in india a conceptual framework poonam,sandeep aggarwal
838da136c5e792ea8077981631a5da58,Shadow Banking and Banking Landscape: Evidence from China,Zhanhao Wang,Zhanhao Wang; Xin Xie; Weina Yu,shadow banking and banking landscape evidence from china,zhanhao wang
1d41750d74e61484ee00609ecb940390,Signaling Through Security Design: Evidence from Commercial Mortgage-Backed Securities,Craig Furfine,Craig Furfine; Brandon Zborowski,signaling through security design evidence from commercial mortgagebacked securities,craig furfine
b73c1d33e04bdc19227c3e0d232b8e84,Silencing Salary Talk: How Salary History Bans Affect Corporate Investment and Performance,Matthew Serfling,Matthew Serfling; Wenxuan Sun,silencing salary talk how salary history bans affect corporate investment and performance,matthew serfling
bdfdd9b0e7eac480abb925ca69744c93,Slum Managers,Anika Singh Lemar,Anika Singh Lemar,slum managers,anika lemar
7e2c201fb9dce0a7ebab0f4037014b6e,Smart City Development: Analyzing the Feasibility of Smart Water Supply Systems in Qazvin,Mahmoud Taheri,Mahmoud Taheri; Navid Saeedi Rezvani; Ramadan Ali Shormij,smart city development analyzing the feasibility of smart water supply systems in qazvin,mahmoud taheri
f15bb2bc40763273b69370e06f257625,"Societal Perception, Socio-Economic Impacts and Management Challenges of an Invasive Nonindigenous Fish",Jonne Kotta,Jonne Kotta; Heli Einberg; Kristiina Nurkse; Kandela Õun; Henn Ojaveer,societal perception socioeconomic impacts and management challenges of an invasive nonindigenous fish,jonne kotta
6188dc72c5e30a9e22b7575ba4041db0,Stablecoins and safe asset prices,Iñaki Aldasoro,Iñaki Aldasoro; Rashad Ahmed,stablecoins and safe asset prices,inaki aldasoro
c427d3da72d84c4bce8c814a92ee1291,"Stories, Individuals, Statistics, Aggregation, Torts, and Social Justice: Deborah Hensler's Aspirations for Law",Judith Resnik,Judith Resnik,stories individuals statistics aggregation torts and social justice deborah henslers aspirations for law,judith resnik
a9db05e8bf8275dfa68cb0e5596ddf88,Strategic Allocation of Slack to Enhance Operational Performance: Evidence from the US Airline Industry,Chandrasekhar Manchiraju,Chandrasekhar Manchiraju; Ashutosh Bhave; Milind G. Sohoni,strategic allocation of slack to enhance operational performance evidence from the us airline industry,chandrasekhar manchiraju
94fcba7562698b6956aa78ac9395c863,Strategic Prioritization of Mining Policies in Colombia Through the Igor Hybrid Framework,Gloria Patricia Jaramillo,Gloria Patricia Jaramillo; Ricardo Smith; Linda Berrio-Giraldo; Olga Tatiana Araque-Mendoza; Carlos Correa-Florez; Santiago Arango-Aramburo,strategic prioritization of mining policies in colombia through the igor hybrid framework,gloria jaramillo
6bddb2305435c29277b09481dc67ea08,Strengthening Ethical Procurement Practices: Compliance And Challenges In Supply Management At Neust,Christopher Da Jose,Christopher Da Jose; Marc Daniel Santiago; Marjorie Manalo; Noel Agustin; Felipe E. Balaria,strengthening ethical procurement practices compliance and challenges in supply management at neust,christopher jose
cef188a0a0339204b937c555faba2427,Structural Inefficiencies in the U.S. Healthcare System,Aydin Teymourifar,Aydin Teymourifar,structural inefficiencies in the us healthcare system,aydin teymourifar
88502cdc40390d93dda56c3032de9183,Supporting Player Wellbeing and Building Sustainable Career Pathways in Esports,Hee Jung Hong,Hee Jung Hong; Guy Wilkinson; Corporate,supporting player wellbeing and building sustainable career pathways in esports,hee hong
57d22fbb07f7ace7ffc4b26c64b383b6,Sustainability Managers for a New Global Era,Robert Taylor,Robert Taylor; Compensation,sustainability managers for a new global era,robert taylor
e9de7f5e9c9d4edeafa3d11748516d02,Sustainability committee and eco-innovation: A global perspective,Asad Mashwani,Asad Mashwani; Rizwan Mushtaq; Delaware; Proxy Advisors,sustainability committee and ecoinnovation a global perspective,asad mashwani
8c30c880a0ff0be626a063b66a2e11ca,Sustainable Business Practices: A Conceptual Framework for Long-Term Growth,Mohammad Yusuf Saleh,Mohammad Yusuf Saleh; Hamdullah Azimi,sustainable business practices a conceptual framework for longterm growth,mohammad saleh
18f6750cc74b247b1155af2f0b2db571,THE IMPACT OF CSR ON ORGANIZATIONAL CULTURE AND EMPLOYEE ENGAGEMENT BEYOND PROFIT,Jyotirmoy Banerjee,Jyotirmoy Banerjee,the impact of csr on organizational culture and employee engagement beyond profit,jyotirmoy banerjee
b956f0d76c76dab905ff20d23381b984,The impact of ESG performances on analyst report readability: Evidence from China,Xuan Feng,Xuan Feng,the impact of esg performances on analyst report readability evidence from china,xuan feng
1f968bdffd48d4b0d7bd7d34f9768e59,The technological shift: how a fortune 500 company builds resilience through dynamic capabilities and transformation,Sari Nour,Sari Nour; Anna Arbussà,the technological shift how a fortune 500 company builds resilience through dynamic capabilities and transformation,sari nour
4974eecd2ddea6ac205db5fb8c4776ad,To Interact or Not? On the Benefits of Interacting with Unfavorable Analysts during Earnings Calls,Jared Flake,Jared Flake,to interact or not on the benefits of interacting with unfavorable analysts during earnings calls,jared flake
28be0df7c35748a874e9d2bdc2ff3ff9,Token-Based Platform Governance,Joseph Abadi,Joseph Abadi; Markus K. Brunnermeier,tokenbased platform governance,joseph abadi
b3a77e07d6b5644adc97098e72ff146f,Too Far Away? The Effect of Remote Management on  < Corporate <  Disclosure,Meng Li,Meng Li; Matthew Ma; Yue Ma; Jing Pan,too far away the effect of remote management on   corporate   disclosure,meng li
2ea507d4512488259fc50f0581d3b47f,Towards Effective Educational Governance: An Evaluation of Managerial Skills of Palawan State University Administrators,Maria Ching Sayang,Maria Ching Sayang; Merger,towards effective educational governance an evaluation of managerial skills of palawan state university administrators,maria sayang
32582ac7fd3e8975d6737c400c5575e2,Towards an effective merger control policy in a dynamic context *,François Jeanjean,François Jeanjean; Stephane Ciriani,towards an effective merger control policy in a dynamic context,francois jeanjean
2f71bedfb638e34d25e4ce3e74138e2d,Trading on Inter-firm Links: Hedge Fund Learning Networks and Public Information Advantage,Dora Horstman,Dora Horstman; Boone Bowles; Xiaan Zhou; Mutual Funds,trading on interfirm links hedge fund learning networks and public information advantage,dora horstman
a1440b9bbce51329e1b8e0df8894a40f,Transfer Pricing and Investment - How OECD Transfer Pricing Rules Affect Investment Decisions,Søren Bo Nielsen,Søren Bo Nielsen; Dirk Schindler; Guttorm Schjelderup; Institutional Investors,transfer pricing and investment  how oecd transfer pricing rules affect investment decisions,søren nielsen
e7ea01541621c964aad99527a3a96a68,Triple-Entry Accounting: Transcending the Double-Entry System,Oyovwe Akajagbor,Oyovwe Akajagbor; Ofuan Ilaboya,tripleentry accounting transcending the doubleentry system,oyovwe akajagbor
c0d79c10285b82c7a4eb53b202b3794c,Turning off the lights: Newspaper closures and corporate tax avoidance,Jana Boeckx,Jana Boeckx; Francesco Stradi; Kristof Struyfs,turning off the lights newspaper closures and corporate tax avoidance,jana boeckx
0df73aace531ad4a60d08db4a5a7c85c,UNDERSTANDING ESCROW IN INDIA,Shankar Suwan Kaushal,Shankar Suwan Kaushal,understanding escrow in india,shankar kaushal
b3119ca0f946ffe23d474bea781ef020,Underground democracy: safeguarding committee voting against autocratic influences,Christian Feige,Christian Feige,underground democracy safeguarding committee voting against autocratic influences,christian feige
b1535c23460d0f936c59ac88cd73d4ad,Unlocking Growth in Postcolonial Jurisdictions: Reforming Notarial Monopolies and Legal Formalism in Puerto Rico,Scott Brown,Scott Brown; Daniel Hall; ESG,unlocking growth in postcolonial jurisdictions reforming notarial monopolies and legal formalism in puerto rico,scott brown
54a5479af48f1aa73e6f34aad61ecaaa,"Unlocking Insights into Prolific: Research Implications, Participant Behavior and Motivations",Billur Aksoy,Billur Aksoy; Saggi Nevo,unlocking insights into prolific research implications participant behavior and motivations,billur aksoy
c5d5b801796107da2e7e93a1df3141a4,"Upscaling Residential Solar Rooftop in Uttar Pradesh: Review of Policy, Practices and Stakeholders Perspective, Identification of Challenges and Solutions",Ashish Tiwari,Ashish Tiwari; R.K. Mall; Maheswar Rupakheti; Directors; Stakeholder,upscaling residential solar rooftop in uttar pradesh review of policy practices and stakeholders perspective identification of challenges and solutions,ashish tiwari
f95fa07dfa9744e7b18eca9adca197f6,"Votes for Assets: Mafia, Elections and Misallocation of Confiscated Properties *",Giovanni Righetto,Giovanni Righetto; Alessio Carrozzo Magli; Antonio Schiavone,votes for assets mafia elections and misallocation of confiscated properties,giovanni righetto
79ac67018155c505cf961d4e5739f135,"Votes for Cash, Clout, and Control: The Capitalist Undercurrent Steering Indian Democracy through Electoral Bonds",Dhruv K S,Dhruv K S,votes for cash clout and control the capitalist undercurrent steering indian democracy through electoral bonds,dhruv s
840839ad664bbf3f7522375d9a699185,What is Responsible for Stock Volatility? Evidence from A-Share Market in China,Muzi FENG,Muzi FENG; Kaiqi Sun,what is responsible for stock volatility evidence from ashare market in china,muzi feng
677e83a976aea864a5733f4eccc5ea1f,"When Climate Regulations Step In, Do Lenders Step Back? Evidence from State Greenhouse Gas Emission Target Adoptions",Peter R. Demerjian,Peter R. Demerjian; You-il (Chris) Park; Bohyun Yang,when climate regulations step in do lenders step back evidence from state greenhouse gas emission target adoptions,peter demerjian
a793b55737ebba2dccebe45b1116477e,White Paper: How AI and Cloud Will Transform the Landscape of Enterprise Applications,Shailesh Deshpande,Shailesh Deshpande,white paper how ai and cloud will transform the landscape of enterprise applications,shailesh deshpande
11796a92fa132625970ef601bf51e3ca,Who “Controls” Where Work Shall Be Done? State-of-Practice in Post-Pandemic Remote Work Regulation,Darja Šmite,Darja Šmite; Nils Brede Moe; Maria Teresa Baldassarre; Fabio Calefato; Guilherme H. Travassos; Marcin Floryan; Marcos Kalinowski; Daniel Mendez; Graziela Basilio Pereira; Margaret-Anne Storey; Rafael Prikladnicki,who controls where work shall be done stateofpractice in postpandemic remote work regulation,darja smite
277ba3590b4cdb3cecdd8948d5c897c5,Who's Watching the Machines? IOSCO's Role in Regulating AI in Global Finance,Beny Saputra,Beny Saputra; Retno Kusniati,whos watching the machines ioscos role in regulating ai in global finance,beny saputra
0bd3fca50a6f66da1c859f79fc3b027e,Why do Publicly Listed Companies Appoint Board Observers?,Anup Basnet,Anup Basnet; Magnus Blomkvist; Anders Löflund; Etienne Redor,why do publicly listed companies appoint board observers,anup basnet
5dd98870382905f5c48e2e16ca0ba44a,"Winner-Takes-All:  < Corporate <  Tax Avoidance, Market Power, and Wealth Concentration in Advanced Capitalist Democracies",Oscar Barrera-Rodríguez,Oscar Barrera-Rodríguez; Lakshmi Menon; Rafael Quintero Godinez; Aidan Regan; Linus Zechlin,winnertakesall   corporate   tax avoidance market power and wealth concentration in advanced capitalist democracies,oscar barrera-rodriguez
7dd0f5b0a3942b2313505ec2bb3909d7,Winners vs. Losers: Momentum-based Strategies with Intertemporal Choice for ESG Portfolios,Ayush Jha,Ayush Jha; Abootaleb Shirvani; Ali M. Jaffri; Svetlozar T. Rachev; Frank J. Fabozzi,winners vs losers momentumbased strategies with intertemporal choice for esg portfolios,ayush jha
a13f2ffb587a202bc325de8764a5948c,Quantum-Enhanced AI Candlestick Imaging Model (QECIM): Expansion with Accelerated Forward and Backtesting Using New Qubits for Enhanced Predictive Analysis,Mouhamad Abushaqra,Mouhamad Abushaqra; ESG,quantumenhanced ai candlestick imaging model qecim expansion with accelerated forward and backtesting using new qubits for enhanced predictive analysis,mouhamad abushaqra
6f53da221bf9a3e2cf4b3304e8619860,Putting US Fiscal Policy on a Sustainable Path,Karen E. Dynan,Karen E. Dynan; Douglas W. Elmendorf,putting us fiscal policy on a sustainable path,karen dynan
23850c03c7e4d9f9a172c573870c1279,Quality Management Process of the 7 Habits of Students in Sarasas Affiliated Schools,Boosayachart Choejaroean,Boosayachart Choejaroean; Teerapon Kongnawang,quality management process of the 7 habits of students in sarasas affiliated schools,boosayachart choejaroean
94d331434b3e580c20dbf41350664de5,Public-Private Partnerships: A Comparative Study between Japan and India: A Review,Benny Sally,Benny Sally,publicprivate partnerships a comparative study between japan and india a review,benny sally
e06501573eefdc0e3d3f066eff09b49c,Privacy & Antitrust Reform: How to Avoid the Starfish Problem,Abbey Stemler,Abbey Stemler,privacy  antitrust reform how to avoid the starfish problem,abbey stemler
baeb5fc9b44f78c6e3e3e8e3ee6c2147,Precedent Terms,Vincent S.J. Buccola,Vincent S.J. Buccola; David A. Hoffman,precedent terms,vincent buccola
fc49f86ce6ab91aaf5912ceacbcbdd00,Pre-Trade Transparency in Opaque Dealer Markets,Xiaolu Hu,Xiaolu Hu; Shyam Venkatesan; Yvonne Fang,pretrade transparency in opaque dealer markets,xiaolu hu
